NumeroOrden,AñoOrden,MesOrden,FechaOrden,TipoOrdendeCompra,CodigoProveedor,Proveedor,FormaPago,TipodeCambio,Moneda,CodigoMaterial,DescripcionMaterial,Cantidad,ValorUnitario,ValorTotal,Unidad,EstadoOrdendeCompra
39,2022,Octubre,03/10/2022 00:00,NORMAL,10177,LOS TRES CASTILLOS,30 DIAS C/FACTURA,960.24,DOLAR,BOCA1126,BOLSA CAMISA 950X650 PERFORADA 0.3% USDA APPROVED,153,5100,SIN REGISTRO,UNI,APROBADA
40,2022,Octubre,04/10/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,955.42,DOLAR,PEBO1134,BOLSA RACIMO ZIP-POUCH WMSC S/G#4023 RED PERU T22-23,85,11300,960500,UNI,APROBADA
41,2022,Octubre,07/10/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,943.92,DOLAR,BOPF1132,BOLSA PESO FIJO 3.5 LBS PLUMS SAMS (GESEX) TEM 21-22,152,5500,836000,UNI,APROBADA
41,2022,Octubre,07/10/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,943.92,DOLAR,BOPF1134,BOLSA PESO FIJO 3 LBS PLUMS ENJOY COSTCO TEM 22-23,168,4100,688800,UNI,APROBADA
41,2022,Octubre,07/10/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,943.92,DOLAR,BOPF1135,BOLSA PESO FIJO 3 LBS NE AMARILLO KOPKE COSTCO TEM 22-23,129,6600,851400,UNI,APROBADA
41,2022,Octubre,07/10/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,943.92,DOLAR,BOPF1136,BOLSA PESO FIJO 3 LBS NE BLANCO KOPKE COSTCO TEM 22-23,109,9300,1013700,UNI,APROBADA
41,2022,Octubre,07/10/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,943.92,DOLAR,BOPF1137,BOLSA PESO FIJO 3 LBS NE BLANCO ENJOY COSTCO TEM 22-23,1,20900,20900,UNI,APROBADA
41,2022,Octubre,07/10/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,943.92,DOLAR,BOPF1138,BOLSA PESO FIJO 3 LBS NE AMARILLO ENJOY COSTCO TEM 22-23,2,20500,41000,UNI,APROBADA
42,2022,Octubre,07/10/2022 00:00,NORMAL,104,PLASTICOS MALFANTI,30 DIAS C/FACTURA,943.92,PESOS,GNGN1123,MANGA DE PLASTICO NEGRO 15 MICRONES,1,19400,19400,KGS,APROBADA
43,2022,Octubre,11/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,945.06,PESOS,P�IN0186,ZAPATO SEGURIDAD N�38 ALASKA GRAN CAPITAN,78,12700,990600,UNI,APROBADA
43,2022,Octubre,11/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,945.06,PESOS,P�IN0187,ZAPATO SEGURIDAD N�39 ALASKA GRAN CAPITAN,102,9500,969000,UNI,APROBADA
43,2022,Octubre,11/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,945.06,PESOS,P�IN0188,ZAPATO SEGURIDAD N�40 ALASKA GRAN CAPITAN,18,18800,338400,UNI,APROBADA
43,2022,Octubre,11/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,945.06,PESOS,P�IN0189,ZAPATO SEGURIDAD N�41 ALASKA GRAN CAPITAN,44,14900,655600,UNI,APROBADA
43,2022,Octubre,11/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,945.06,PESOS,P�IN0190,ZAPATO SEGURIDAD N�42  ALASKA GRAN CAPITAN,42,15500,651000,UNI,APROBADA
43,2022,Octubre,11/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,945.06,PESOS,P�IN0246,ZAPATO SEGURIDAD N�43  ALASKA GRAN CAPITAN,132,7500,990000,UNI,APROBADA
43,2022,Octubre,11/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,945.06,PESOS,P�IN0247,ZAPATO SEGURIDAD N�44  ALASKA GRAN CAPITAN,96,9500,912000,UNI,APROBADA
44,2022,Octubre,11/10/2022 00:00,GENERAL,595,MARCO ANTONIO PONCE REYES,30 DIAS C/FACTURA,945.06,PESOS,NULL,INSUMOS DE RIEGO,6,20200,121200,NULL,APROBADA
45,2022,Octubre,11/10/2022 00:00,GENERAL,268,COMPA�IA AGROPECUARIA COPEVAL S.A.,30 DIAS C/FACTURA,945.06,DOLAR,NULL,ENVASES DELEGATE,56,15300,856800,NULL,APROBADA
45,2022,Octubre,11/10/2022 00:00,GENERAL,268,COMPA�IA AGROPECUARIA COPEVAL S.A.,30 DIAS C/FACTURA,945.06,DOLAR,NULL,PUELCHE WP KILOS,193,1700,328100,NULL,APROBADA
46,2022,Octubre,12/10/2022 00:00,GENERAL,595,MARCO ANTONIO PONCE REYES,30 DIAS C/FACTURA,933.88,PESOS,NULL,SERVICIO DE ARRIENDO FUMIGACION,54,14100,761400,NULL,APROBADA
47,2022,Octubre,12/10/2022 00:00,NORMAL,10112,ENVAPACK,90 DIAS C/FACTURA,933.88,DOLAR,CTCO1102,CORRUGADO ONDA SIMPLE 270X470 S/IMPRESI�N,118,8900,1050200,UNI,APROBADA
47,2022,Octubre,12/10/2022 00:00,NORMAL,10112,ENVAPACK,90 DIAS C/FACTURA,933.88,DOLAR,CTCO1103,CORRUGADO ONDA SIMPLE 370X470 S/IMPRESI�N,1,20100,20100,UNI,APROBADA
48,2022,Octubre,12/10/2022 00:00,NORMAL,486,PRODUCTOS DE EMPAQUE LTDA,90 DIAS C/FACTURA,933.88,DOLAR,CTCO1102,CORRUGADO ONDA SIMPLE 270X470 S/IMPRESI�N,49,16100,788900,UNI,APROBADA
48,2022,Octubre,12/10/2022 00:00,NORMAL,486,PRODUCTOS DE EMPAQUE LTDA,90 DIAS C/FACTURA,933.88,DOLAR,CTCO1103,CORRUGADO ONDA SIMPLE 370X470 S/IMPRESI�N,118,8800,1038400,UNI,APROBADA
48,2022,Octubre,12/10/2022 00:00,NORMAL,486,PRODUCTOS DE EMPAQUE LTDA,90 DIAS C/FACTURA,933.88,DOLAR,CTCO1104,CORRUGADO ONDA SIMPLE 370X570 S/IMPRESI�N,1,20600,20600,UNI,APROBADA
49,2022,Octubre,12/10/2022 00:00,GENERAL,103650,AGRICOLA MYR SPA.,30 DIAS C/FACTURA,933.88,PESOS,NULL,SERVICIOS AGRICOLA,1,20700,20700,NULL,APROBADA
50,2022,Octubre,13/10/2022 00:00,NORMAL,465,PROCESADORA DE PAPELES CHILE LTDA,90 DIAS C/FACTURA,933.14,DOLAR,CTPA1106,PAPEL CAMISA 450X500 27 GR BLANCO PERFORADO,61,12900,786900,KGS,APROBADA
51,2022,Octubre,13/10/2022 00:00,NORMAL,215,SERVICIOS PRO-X LTDA,30 DIAS C/FACTURA,933.14,DOLAR,PAMA1115,PARRILLA 1200X1000 CARTON 12.0 MM PERFORADA,136,5500,748000,UNI,APROBADA
52,2022,Octubre,13/10/2022 00:00,NORMAL,46,UNITED PLASTIC CORPORATION S.A.,C/F US$ AL 21/04-21/05-21/06,933.14,DOLAR,BORA1328,BOLSA RACIMO Z.POUCH SOFT S/L #4022 GREEN T22-23,74,11900,880600,UNI,APROBADA
53,2022,Octubre,13/10/2022 00:00,NORMAL,81,INDUSTRIA DE ENVASES TYPACK S.A.,90 DIAS C/FACTURA,933.14,DOLAR,CLPL1102,CLAMSHELL PET 2 LBS CEREZAS,70,13800,966000,UNI,APROBADA
54,2022,Octubre,05/10/2022 00:00,NORMAL,514,SURAGRA S.A,CONTADO,931.12,DOLAR,GEFO1105,BOTTOM PAD CTN COATING PERFORADO 360X460 3.0 GR,38,15500,589000,UNI,APROBADA
54,2022,Octubre,05/10/2022 00:00,NORMAL,514,SURAGRA S.A,CONTADO,931.12,DOLAR,GEFO1107,BOTTOM PAD LAMINA PLASTICA PERFORADO 400X500 1.4 GR,84,18900,1587600,UNI,APROBADA
54,2022,Octubre,05/10/2022 00:00,NORMAL,514,SURAGRA S.A,CONTADO,931.12,DOLAR,GEFO1108,BOTTOM PAD CTN COATING PERFORADO 360X460 3.0 GR 21-22,68,13300,904400,UNI,APROBADA
54,2022,Octubre,05/10/2022 00:00,NORMAL,514,SURAGRA S.A,CONTADO,931.12,DOLAR,GESU1104,GENERADOR CTN 330X460 8.0 GR AZUL (USA),96,10900,1046400,UNI,APROBADA
54,2022,Octubre,05/10/2022 00:00,NORMAL,514,SURAGRA S.A,CONTADO,931.12,DOLAR,GESU1111,GENERADOR CTN 330X460 7.0 GR ECO BURDEO (CE),63,13900,875700,UNI,APROBADA
54,2022,Octubre,05/10/2022 00:00,NORMAL,514,SURAGRA S.A,CONTADO,931.12,DOLAR,GESU1112,GENERADOR CTN 330X460 6.0 GR ECO (USA),1,19300,19300,UNI,APROBADA
55,2022,Octubre,14/10/2022 00:00,NORMAL,10317,FABRICA DE PLASTICOS JCK LTDA,60 DIAS C/FACTURA,944.75,DOLAR,CLPL1137,CLAMSHELL PET 3 LBS H117 COSTCO (JCK),57,14900,849300,UNI,APROBADA
56,2022,Octubre,14/10/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,944.75,DOLAR,BOPF1127,BOLSA PESO FIJO 2 LBS NECTARINES ALDI GESEX TEM 17-18,9,18900,170100,UNI,APROBADA
56,2022,Octubre,14/10/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,944.75,DOLAR,BOPF1128,BOLSA PESO FIJO 2 LBS PEACHES ALDI GESEX TEM 17-18,115,9400,1081000,UNI,APROBADA
57,2022,Octubre,17/10/2022 00:00,GENERAL,103703,TRICAL SUDAM�RICA S.A.,30 DIAS C/FACTURA,950.72,DOLAR,NULL,FUMIGACION PARCELA,128,7100,908800,NULL,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0191,POLERA POLO VERDE MANZANA M/CORTA  C/LOGO TALLA S,76,12400,942400,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0192,POLERA POLO VERDE MANZANA M/CORTA  C/LOGO TALLA M,179,1200,214800,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0193,POLERA POLO VERDE MANZANA M/CORTA  C/LOGO TALLA L,141,15200,2143200,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0194,POLERA POLO VERDE MANZANA M/CORTA  C/LOGO TALLA XL,140,5300,742000,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0195,PANTALON CARGO POPLIN TALLA S,158,3800,600400,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0197,PANTALON CARGO POPLIN TALLA L,47,15100,709700,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0199,POLERA PIQUE MUJER GRIS GRAFITO M/CORTA C/LOGO TALLA XL,34,17600,598400,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0201,POLERA PIQUE MUJER BLANCA M/CORTA C/LOGO TALLA XL,85,12200,SIN REGISTRO,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0202,POLERA POLO VERDE PINO M/LARGA  C/LOGO TALLA XL,83,12400,1029200,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0242,POLERA PIQUE MUJER GRIS GRAFITO M/CORTA C/LOGO TALLA M,159,3200,508800,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0248,GORRO CAZADOR CON TANCAS C/LOGO,18,17500,315000,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0249,POLERA PIQUE MUJER BLANCA M/CORTA C/LOGO TALLA M,56,13600,761600,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0254,POLERA POLO VERDE PINO M/LARGA  C/LOGO TALLA L,53,14700,779100,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0256,JOCKEY DRYFIT C/LOGO Y BRIGADA,40,16300,652000,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0257,CHAQUETA GEOLOGA CARGO TALLAS,29,17900,519100,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0258,POLERA PIQUE MUJER BLANCA M/CORTA C/LOGO TALLA S,31,17800,551800,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0260,POLERA PIQUE HOMBRE GRIS GRAFITO M/CORTA TALLA XL,67,13200,884400,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0265,POLERA PIQUE MUJER GRIS GRAFITO M/CORTA C/LOGO TALLA S,32,15800,505600,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0268,POLERA POLO VERDE MANZANA M/LARGA  C/LOGO TALLA L,159,11500,1828500,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0355,POLERA IQUE HOMBRE BLANCA M/CORTA  TALLA L,34,17400,591600,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0391,POLERA PIQUE HOMBRE GRIS GRAFITO M/CORTA C/LOGO TALLA S,88,10900,959200,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0392,POLERA PIQUE HOMBRE BLANCA M/CORTA C/LOGO TALLA S,178,2800,498400,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0393,POLERA PIQUE HOMBRE GRIS GRAFITO M/CORTA C/LOGO TALLA L,14,18200,254800,UNI,APROBADA
58,2022,Octubre,17/10/2022 00:00,NORMAL,10269,VESCO CHILE,30 DIAS C/FACTURA,950.72,PESOS,P�IN0516,JOCKEY DRYFIT C/LOGO,7,18300,128100,UNI,APROBADA
59,2022,Octubre,17/10/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,950.72,DOLAR,PECT1106,PAPEL CAMISA 450X500 21 GRS BLANCO PERFORADO,151,5700,860700,KGS,APROBADA
60,2022,Octubre,17/10/2022 00:00,GENERAL,225,COAGRA S.A.,30 DIAS C/FACTURA,950.72,DOLAR,NULL,ESQUINAZO 250 SC LITROS,176,3400,598400,NULL,APROBADA
61,2022,Octubre,18/10/2022 00:00,GENERAL,103629,MANUEL JESUS CASTRO MORA,30 DIAS C/FACTURA,967.73,PESOS,NULL,REPARACION MALLA PERIMETRAL,189,1800,340200,NULL,APROBADA
62,2022,Octubre,18/10/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,967.73,DOLAR,CJCT1409,CAJA CTN 406X608X135/141 MAQ/P84-L SAM�S NECTATRINES T19-20,163,4200,684600,UNI,APROBADA
62,2022,Octubre,18/10/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,967.73,DOLAR,CJCT1440,CAJA CTN 406X608X135/141 MAQ/P84-L SAMS NECTARINES WHITE FLESH T.06-07,137,5900,808300,UNI,APROBADA
62,2022,Octubre,18/10/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,967.73,DOLAR,CJCT1468,CAJA CTN 406X608X170/178 MAQ/P84-1LL PLUMS SAMS 18-19,146,5400,788400,UNI,APROBADA
63,2022,Octubre,18/10/2022 00:00,NORMAL,512,MADERERA SAN RAFAEL,90 DIAS C/FACTURA,967.73,DOLAR,PAMA1119,PALLET 1.000X1.200 TACO 9 TABLAS C12 (T13-14),56,14900,834400,UNI,APROBADA
63,2022,Octubre,18/10/2022 00:00,NORMAL,512,MADERERA SAN RAFAEL,90 DIAS C/FACTURA,967.73,DOLAR,PAMA1120,PALLET 1.016X1.220 TACO 9 TABLAS C48 (T12-13),146,5300,773800,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0011,JABON LIQUIDO 5 LITROS,178,2400,427200,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0012,SACAPUNTA,159,3200,508800,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0208,MARCADOR PERMANENTE NEGRO,100,9200,920000,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0209,CUCHILLO CARTONERO GRANDE C/FRENO,66,14400,950400,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0226,CLORO 5% 5 LT SMF,183,1700,311100,LTS,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0235,TE LIPTON YELLOW LABEL 100 BL,110,9900,1089000,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0236,DESINFECTANTE AMB.360CC LYSOFORM AIRE MONTA�A,42,15900,667800,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0237,NOTA ADH. 654 PQT.5X100 NEON,55,15400,847000,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0244,GUILLOTINA PALANCA,178,2900,516200,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0274,BOLSA BASURA PLANA 10UND NEGRA 50X70 POLINASA,100,9700,970000,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0284,ESCOBILLON PLASTICO VIRUTEX TRADICIONAL,142,5700,809400,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0304,FUNDA PLASTICA OFICIO,13,19600,254800,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0308,BOLSA BASURA PLANA 10UND NEGRA 70X90 POLINASA,136,6200,843200,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0312,ESPONJA ABRASIVA ACANALADA 3UN FIBRO,158,3500,553000,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0333,PORTA CLIP REJILLA,127,7600,965200,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0344,ADH. ADH. EN EN BARRA BARRA 40 40 GR GR STIC STIC UHU RHEIN,29,16300,472700,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0357,CARGADOR PILAS,71,13100,930100,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0369,MOPA REPUESTO,150,5900,885000,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0390,BOLGRAFO DE GEL AZUL TORRE,146,6100,890600,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0401,LIMPIADOR CREMA 750 GR. CIF,79,12700,1003300,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0428,ATOMIZADOR CON GATILLO PULVERIZADOR 500 CC BLANCO,147,4300,632100,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0434,PA�UELO FACIAL D/H 90 HJS. CAJA ELITE. ELITE,190,1500,285000,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0445,TINTA TIMBRE ROJO,119,8100,963900,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0448,BLOQUEADOR SOLAR,171,3100,530100,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0455,CORRECTOR EN CINTA,139,5800,806200,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0472,FUNDA PLASTICA CARTA,73,12300,897900,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0476,DESODOR/AMB. GLADE ACEIT/NATUR. APAR.VA,148,4700,695600,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0481,MAYONESA DPK 930 GR HELLMANNS HELLMANS  ,9,19500,175500,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0494,GUANTE LATEX MULTIUSO MEDIANO VIRUTEX,135,6900,931500,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0496,ENDULZANTE NATURALIST SUCRALOSA 500 TAB,138,6700,924600,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0497,TOALLA PAPEL JUMBO H/S 250 MT 2 R SUITE,6,20300,SIN REGISTRO,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0502,CARPETA ELASTICO POLIPROPILENO OF VERDE,83,10900,904700,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0508,CUADERNO 1/2 MAT.7 MM 120 HJS TORRE,116,8900,1032400,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0509,PAPEL FOTOCOPIA NAT ECOLOGICO MULTI CARTA 75 GR 500,1,20900,20900,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0510,PAPEL HIGIENICO HOJA SIMPLE 500 MT X 6 ROLLOS JUMBO,1,19500,19500,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0515,VINAGRE ACETO 500 CC BALSAMICO MODENA K,50,14700,735000,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0522,CAFE ALTA RICA 100 GRAMOS (RECARGA ALEGRIA) NESCAFE,7,19700,137900,UNI,APROBADA
64,2022,Octubre,18/10/2022 00:00,NORMAL,374,DIMERC S.A.,30 DIAS C/FACTURA,967.73,PESOS,P�IN0667,CLORO GEL 5 LT SECOWASH,57,14400,820800,UNI,APROBADA
65,2022,Octubre,18/10/2022 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,967.73,DOLAR,CJCT1410,CAJA CTN 406X608X125/133 MAQ/P84-L GESEX FRESH FRUIT T18-19,1,20900,20900,UNI,APROBADA
65,2022,Octubre,18/10/2022 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,967.73,DOLAR,CJCT1449,CAJA CTN 406X608X127/133 MAQ/P84-L GESEX VERDE GRAPES T.17-18,57,15300,872100,UNI,APROBADA
66,2022,Octubre,18/10/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,967.73,DOLAR,CJCT1412,CAJA CTN 406X608X128/133 AUTO/P84-L APRICOTS GESEX,23,17700,407100,UNI,APROBADA
66,2022,Octubre,18/10/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,967.73,DOLAR,CJCT1438,CAJA CTN 400X600X117/123  AUTO/P84-2L CHERRIE COSTCO,27,16500,445500,UNI,APROBADA
67,2022,Octubre,13/10/2022 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,933.14,PESOS,GNGN1109,FILM PREESTIRADO MANUAL (1.890 KG X UNI),1,20200,20200,UNI,APROBADA
68,2022,Octubre,19/10/2022 00:00,NORMAL,103653,DICOMSA SA,60 DIAS C/FACTURA,972.03,DOLAR,PEAD1118,ADH STICKER SAMS SUMMIT A.CRISP T21-22 83X57 MM,60,13600,816000,UNI,APROBADA
